Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,age_group,usage_level,addiction_risk_level,sleep_deficit_hours,academic_risk_flag,mental_health_risk_level,psycho_social_risk_index,estimated_social_media_exposure_years,global_addiction_trend_index_for_cohort,pandemic_exposure_phase,country_usage_bucket,country_youth_usage_intensity_index
130,21,Female,Graduate,India,5.6,Instagram,Yes,5.6,6,In Relationship,3,7,20-21,very_high,at_risk,2.4000000000000004,1,moderate,0.68,8.4,0.9,pandemic_cohort,high,0.6666666666666666
131,19,Male,Undergraduate,Nepal,4.3,TikTok,No,7.7,7,Single,2,5,18-19,high,no_risk,0.2999999999999998,1,moderate,0.525,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
132,20,Female,Undergraduate,Pakistan,5.0,Instagram,Yes,6.6,5,In Relationship,4,8,20-21,very_high,addicted,1.4000000000000004,1,moderate,0.64,7.4,0.9,pandemic_cohort,high,0.6666666666666666
133,22,Male,Graduate,Sri Lanka,5.5,Facebook,Yes,5.5,6,Single,3,7,22-24,very_high,at_risk,2.5,1,moderate,0.6849999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
134,21,Female,Graduate,Maldives,4.2,Instagram,No,7.8,8,In Relationship,2,5,20-21,high,no_risk,0.20000000000000018,1,high,0.55,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
135,19,Male,Undergraduate,Bangladesh,4.9,TikTok,Yes,6.7,5,Single,4,8,18-19,high,addicted,1.2999999999999998,1,moderate,0.635,6.4,0.9,pandemic_cohort,high,0.6666666666666666
136,20,Female,Undergraduate,India,5.4,Instagram,Yes,5.4,6,In Relationship,3,7,20-21,very_high,at_risk,2.5999999999999996,1,moderate,0.6899999999999998,7.4,0.9,pandemic_cohort,high,0.6666666666666666
137,22,Male,Graduate,Nepal,4.1,Facebook,No,7.9,7,Single,2,5,22-24,high,no_risk,0.09999999999999964,1,moderate,0.515,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
138,21,Female,Graduate,Pakistan,4.8,Instagram,Yes,6.8,5,In Relationship,4,8,20-21,high,addicted,1.2000000000000002,1,moderate,0.63,8.4,0.9,pandemic_cohort,high,0.6666666666666666
139,19,Male,Undergraduate,Sri Lanka,5.3,TikTok,Yes,5.3,6,Single,3,7,18-19,very_high,at_risk,2.7,1,moderate,0.695,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
140,20,Female,Undergraduate,Maldives,4.0,Instagram,No,8.0,8,In Relationship,2,5,20-21,high,no_risk,0.0,1,high,0.54,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
141,22,Male,Graduate,Bangladesh,4.7,Facebook,Yes,6.9,5,Single,4,8,22-24,high,addicted,1.0999999999999996,1,moderate,0.625,9.4,0.7,pandemic_cohort,high,0.6666666666666666
142,21,Female,Graduate,India,5.2,Instagram,Yes,5.2,6,In Relationship,3,7,20-21,very_high,at_risk,2.8,1,moderate,0.6999999999999998,8.4,0.9,pandemic_cohort,high,0.6666666666666666
143,19,Male,Undergraduate,Nepal,3.9,TikTok,No,8.1,7,Single,2,5,18-19,high,no_risk,0.0,1,moderate,0.51,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
144,20,Female,Undergraduate,Pakistan,4.6,Instagram,Yes,7.0,5,In Relationship,4,8,20-21,high,addicted,1.0,1,moderate,0.62,7.4,0.9,pandemic_cohort,high,0.6666666666666666
145,22,Male,Graduate,Sri Lanka,5.1,Facebook,Yes,5.1,6,Single,3,7,22-24,very_high,at_risk,2.9000000000000004,1,moderate,0.705,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
146,21,Female,Graduate,Maldives,3.8,Instagram,No,8.2,8,In Relationship,2,5,20-21,high,no_risk,0.0,1,high,0.54,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
147,19,Male,Undergraduate,Bangladesh,4.5,TikTok,Yes,7.1,5,Single,4,8,18-19,high,addicted,0.9000000000000004,1,moderate,0.6150000000000001,6.4,0.9,pandemic_cohort,high,0.6666666666666666
148,20,Female,Undergraduate,India,5.0,Instagram,Yes,5.0,6,In Relationship,3,7,20-21,very_high,at_risk,3.0,1,moderate,0.71,7.4,0.9,pandemic_cohort,high,0.6666666666666666
149,22,Male,Graduate,Nepal,3.7,Facebook,No,8.3,7,Single,2,5,22-24,high,no_risk,0.0,1,moderate,0.51,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
150,21,Female,Graduate,Pakistan,4.4,Instagram,Yes,7.2,5,In Relationship,4,8,20-21,high,addicted,0.7999999999999998,1,moderate,0.61,8.4,0.9,pandemic_cohort,high,0.6666666666666666
151,19,Male,Undergraduate,Sri Lanka,4.9,TikTok,Yes,4.9,6,Single,3,7,18-19,high,at_risk,3.0999999999999996,1,moderate,0.715,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
152,20,Female,Undergraduate,Maldives,3.6,Instagram,No,8.4,8,In Relationship,2,5,20-21,high,no_risk,0.0,1,high,0.54,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
153,22,Male,Graduate,Bangladesh,4.3,Facebook,Yes,7.3,5,Single,4,8,22-24,high,addicted,0.7000000000000002,1,moderate,0.6050000000000001,9.4,0.7,pandemic_cohort,high,0.6666666666666666
154,21,Female,Graduate,India,4.8,Instagram,Yes,4.8,6,In Relationship,3,7,20-21,high,at_risk,3.2,1,moderate,0.72,8.4,0.9,pandemic_cohort,high,0.6666666666666666
155,19,Male,Undergraduate,Nepal,3.5,TikTok,No,8.5,7,Single,2,5,18-19,high,no_risk,0.0,1,moderate,0.51,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
156,20,Female,Undergraduate,Pakistan,4.2,Instagram,Yes,7.4,5,In Relationship,4,8,20-21,high,addicted,0.5999999999999996,1,moderate,0.6,7.4,0.9,pandemic_cohort,high,0.6666666666666666
157,22,Male,Graduate,Sri Lanka,4.7,Facebook,Yes,4.7,6,Single,3,7,22-24,high,at_risk,3.3,1,moderate,0.725,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
158,21,Female,Graduate,Maldives,3.4,Instagram,No,8.6,8,In Relationship,2,5,20-21,high,no_risk,0.0,1,high,0.54,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
159,19,Male,Undergraduate,Bangladesh,4.1,TikTok,Yes,7.5,5,Single,4,8,18-19,high,addicted,0.5,1,moderate,0.5950000000000001,6.4,0.9,pandemic_cohort,high,0.6666666666666666
160,20,Female,Undergraduate,India,4.6,Instagram,Yes,4.6,6,In Relationship,3,7,20-21,high,at_risk,3.4000000000000004,1,moderate,0.73,7.4,0.9,pandemic_cohort,high,0.6666666666666666
161,19,Female,Undergraduate,Bangladesh,5.3,Instagram,Yes,6.1,5,Single,3,7,18-19,very_high,at_risk,1.9000000000000004,1,moderate,0.625,6.4,0.9,pandemic_cohort,high,0.6666666666666666
162,21,Male,Graduate,India,4.8,Facebook,No,7.2,7,In Relationship,2,6,20-21,high,at_risk,0.7999999999999998,1,moderate,0.59,8.4,0.9,pandemic_cohort,high,0.6666666666666666
163,20,Female,Undergraduate,Nepal,5.5,TikTok,Yes,5.9,6,Single,4,8,20-21,very_high,addicted,2.0999999999999996,1,moderate,0.705,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
164,22,Male,Graduate,Pakistan,4.7,Instagram,Yes,6.3,5,In Relationship,3,7,22-24,high,at_risk,1.7000000000000002,1,moderate,0.615,9.4,0.7,pandemic_cohort,high,0.6666666666666666
165,19,Female,Undergraduate,Sri Lanka,5.1,Facebook,No,7.0,7,Single,2,5,18-19,very_high,no_risk,1.0,1,moderate,0.5599999999999999,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
166,21,Male,Graduate,Maldives,5.4,TikTok,Yes,6.0,6,In Relationship,4,8,20-21,very_high,addicted,2.0,1,moderate,0.7000000000000001,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
167,20,Female,Undergraduate,Bangladesh,4.9,Instagram,Yes,6.4,5,Single,3,7,20-21,high,at_risk,1.5999999999999996,1,moderate,0.61,7.4,0.9,pandemic_cohort,high,0.6666666666666666
168,22,Male,Graduate,India,5.2,Facebook,No,7.1,7,In Relationship,2,6,22-24,very_high,at_risk,0.9000000000000004,1,moderate,0.595,9.4,0.7,pandemic_cohort,high,0.6666666666666666
169,19,Female,Undergraduate,Nepal,5.6,TikTok,Yes,5.8,6,Single,4,8,18-19,very_high,addicted,2.2,1,moderate,0.7100000000000001,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
170,21,Male,Graduate,Pakistan,4.6,Instagram,Yes,6.5,5,In Relationship,3,7,20-21,high,at_risk,1.5,1,moderate,0.605,8.4,0.9,pandemic_cohort,high,0.6666666666666666
171,20,Female,Undergraduate,Sri Lanka,5.0,Facebook,No,7.3,7,Single,2,5,20-21,very_high,no_risk,0.7000000000000002,1,moderate,0.545,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
172,22,Male,Graduate,Maldives,5.3,TikTok,Yes,5.7,6,In Relationship,4,8,22-24,very_high,addicted,2.3,1,moderate,0.715,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
173,19,Female,Undergraduate,Bangladesh,4.8,Instagram,Yes,6.6,5,Single,3,7,18-19,high,at_risk,1.4000000000000004,1,moderate,0.6,6.4,0.9,pandemic_cohort,high,0.6666666666666666
174,21,Male,Graduate,India,5.1,Facebook,No,7.4,7,In Relationship,2,6,20-21,very_high,at_risk,0.5999999999999996,1,moderate,0.58,8.4,0.9,pandemic_cohort,high,0.6666666666666666
175,20,Female,Undergraduate,Nepal,5.7,TikTok,Yes,5.6,6,Single,4,8,20-21,very_high,addicted,2.4000000000000004,1,moderate,0.7200000000000001,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
176,22,Male,Graduate,Pakistan,4.5,Instagram,Yes,6.7,5,In Relationship,3,7,22-24,high,at_risk,1.2999999999999998,1,moderate,0.595,9.4,0.7,pandemic_cohort,high,0.6666666666666666
177,19,Female,Undergraduate,Sri Lanka,4.9,Facebook,No,7.5,7,Single,2,5,18-19,high,no_risk,0.5,1,moderate,0.535,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
178,21,Male,Graduate,Maldives,5.2,TikTok,Yes,5.5,6,In Relationship,4,8,20-21,very_high,addicted,2.5,1,moderate,0.725,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
179,20,Female,Undergraduate,Bangladesh,4.7,Instagram,Yes,6.8,5,Single,3,7,20-21,high,at_risk,1.2000000000000002,1,moderate,0.59,7.4,0.9,pandemic_cohort,high,0.6666666666666666
180,22,Male,Graduate,India,5.0,Facebook,No,7.6,7,In Relationship,2,6,22-24,very_high,at_risk,0.40000000000000036,1,moderate,0.57,9.4,0.7,pandemic_cohort,high,0.6666666666666666
181,19,Female,Undergraduate,Nepal,5.8,TikTok,Yes,5.4,6,Single,4,8,18-19,very_high,addicted,2.5999999999999996,1,moderate,0.7300000000000001,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
182,21,Male,Graduate,Pakistan,4.4,Instagram,Yes,6.9,5,In Relationship,3,7,20-21,high,at_risk,1.0999999999999996,1,moderate,0.585,8.4,0.9,pandemic_cohort,high,0.6666666666666666
183,20,Female,Undergraduate,Sri Lanka,4.8,Facebook,No,7.7,7,Single,2,5,20-21,high,no_risk,0.2999999999999998,1,moderate,0.525,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
184,22,Male,Graduate,Maldives,5.1,TikTok,Yes,5.3,6,In Relationship,4,8,22-24,very_high,addicted,2.7,1,moderate,0.735,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
185,19,Female,Undergraduate,Bangladesh,4.6,Instagram,Yes,7.0,5,Single,3,7,18-19,high,at_risk,1.0,1,moderate,0.58,6.4,0.9,pandemic_cohort,high,0.6666666666666666
186,21,Male,Graduate,India,4.9,Facebook,No,7.8,7,In Relationship,2,6,20-21,high,at_risk,0.20000000000000018,1,moderate,0.5599999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
187,20,Female,Undergraduate,Nepal,5.9,TikTok,Yes,5.2,6,Single,4,8,20-21,very_high,addicted,2.8,1,moderate,0.7400000000000001,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
188,22,Male,Graduate,Pakistan,4.3,Instagram,Yes,7.1,5,In Relationship,3,7,22-24,high,at_risk,0.9000000000000004,1,moderate,0.575,9.4,0.7,pandemic_cohort,high,0.6666666666666666
189,19,Female,Undergraduate,Sri Lanka,4.7,Facebook,No,7.9,7,Single,2,5,18-19,high,no_risk,0.09999999999999964,1,moderate,0.515,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
190,21,Male,Graduate,Maldives,5.0,TikTok,Yes,5.1,6,In Relationship,4,8,20-21,very_high,addicted,2.9000000000000004,1,moderate,0.745,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
191,20,Female,Undergraduate,Bangladesh,4.5,Instagram,Yes,7.2,5,Single,3,7,20-21,high,at_risk,0.7999999999999998,1,moderate,0.57,7.4,0.9,pandemic_cohort,high,0.6666666666666666
192,22,Male,Graduate,India,4.8,Facebook,No,8.0,7,In Relationship,2,6,22-24,high,at_risk,0.0,1,moderate,0.5499999999999999,9.4,0.7,pandemic_cohort,high,0.6666666666666666
193,19,Female,Undergraduate,Nepal,6.0,TikTok,Yes,5.0,6,Single,4,8,18-19,very_high,addicted,3.0,1,moderate,0.7500000000000001,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
194,21,Male,Graduate,Pakistan,4.2,Instagram,Yes,7.3,5,In Relationship,3,7,20-21,high,at_risk,0.7000000000000002,1,moderate,0.565,8.4,0.9,pandemic_cohort,high,0.6666666666666666
195,20,Female,Undergraduate,Sri Lanka,4.6,Facebook,No,8.1,7,Single,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
196,22,Male,Graduate,Maldives,4.9,TikTok,Yes,4.9,6,In Relationship,4,8,22-24,high,addicted,3.0999999999999996,1,moderate,0.755,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
197,19,Female,Undergraduate,Bangladesh,4.4,Instagram,Yes,7.4,5,Single,3,7,18-19,high,at_risk,0.5999999999999996,1,moderate,0.5599999999999999,6.4,0.9,pandemic_cohort,high,0.6666666666666666
198,21,Male,Graduate,India,4.7,Facebook,No,8.2,7,In Relationship,2,6,20-21,high,at_risk,0.0,1,moderate,0.5499999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
199,20,Female,Undergraduate,Nepal,6.1,TikTok,Yes,4.8,6,Single,4,8,20-21,very_high,addicted,3.2,1,moderate,0.7600000000000001,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
200,22,Male,Graduate,Pakistan,4.1,Instagram,Yes,7.5,5,In Relationship,3,7,22-24,high,at_risk,0.5,1,moderate,0.5549999999999999,9.4,0.7,pandemic_cohort,high,0.6666666666666666
201,19,Female,Undergraduate,Sri Lanka,4.5,Facebook,No,8.3,7,Single,2,5,18-19,high,no_risk,0.0,1,moderate,0.51,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
202,21,Male,Graduate,Maldives,4.8,TikTok,Yes,4.7,6,In Relationship,4,8,20-21,high,addicted,3.3,1,moderate,0.765,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
203,20,Female,Undergraduate,Bangladesh,4.3,Instagram,Yes,7.6,5,Single,3,7,20-21,high,at_risk,0.40000000000000036,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,high,0.6666666666666666
204,22,Male,Graduate,India,4.6,Facebook,No,8.4,7,In Relationship,2,6,22-24,high,at_risk,0.0,1,moderate,0.5499999999999999,9.4,0.7,pandemic_cohort,high,0.6666666666666666
205,19,Female,Undergraduate,Nepal,6.2,TikTok,Yes,4.6,6,Single,4,8,18-19,very_high,addicted,3.4000000000000004,1,moderate,0.7700000000000001,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
206,21,Male,Graduate,Pakistan,4.0,Instagram,Yes,7.7,5,In Relationship,3,7,20-21,high,at_risk,0.2999999999999998,1,moderate,0.5449999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
207,20,Female,Undergraduate,Sri Lanka,4.4,Facebook,No,8.5,7,Single,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
208,22,Male,Graduate,Maldives,4.7,TikTok,Yes,4.5,6,In Relationship,4,8,22-24,high,addicted,3.5,1,moderate,0.775,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
209,19,Female,Undergraduate,Bangladesh,4.2,Instagram,Yes,7.8,5,Single,3,7,18-19,high,at_risk,0.20000000000000018,1,moderate,0.5399999999999999,6.4,0.9,pandemic_cohort,high,0.6666666666666666
210,21,Male,Graduate,India,4.5,Facebook,No,8.6,7,In Relationship,2,6,20-21,high,at_risk,0.0,1,moderate,0.5499999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
211,20,Female,Undergraduate,Nepal,6.3,TikTok,Yes,4.4,6,Single,4,8,20-21,very_high,addicted,3.5999999999999996,1,moderate,0.7799999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
212,22,Male,Graduate,Pakistan,3.9,Instagram,Yes,7.9,5,In Relationship,3,7,22-24,high,at_risk,0.09999999999999964,1,moderate,0.5349999999999999,9.4,0.7,pandemic_cohort,high,0.6666666666666666
213,19,Female,Undergraduate,Sri Lanka,4.3,Facebook,No,8.7,7,Single,2,5,18-19,high,no_risk,0.0,1,moderate,0.51,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
214,21,Male,Graduate,Maldives,4.6,TikTok,Yes,4.3,6,In Relationship,4,8,20-21,high,addicted,3.7,1,moderate,0.785,8.4,0.9,pandemic_cohort,medium,0.46111111111111114
215,20,Female,Undergraduate,Bangladesh,4.1,Instagram,Yes,8.0,5,Single,3,7,20-21,high,at_risk,0.0,1,moderate,0.5299999999999999,7.4,0.9,pandemic_cohort,high,0.6666666666666666
216,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,22-24,high,at_risk,0.0,1,moderate,0.5499999999999999,9.4,0.7,pandemic_cohort,high,0.6666666666666666
217,19,Female,Undergraduate,Nepal,6.4,TikTok,Yes,4.2,6,Single,4,8,18-19,very_high,addicted,3.8,1,moderate,0.7899999999999999,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
218,21,Male,Graduate,Pakistan,3.8,Instagram,Yes,8.1,5,In Relationship,3,7,20-21,high,at_risk,0.0,1,moderate,0.5299999999999999,8.4,0.9,pandemic_cohort,high,0.6666666666666666
219,20,Female,Undergraduate,Sri Lanka,4.2,Facebook,No,8.9,7,Single,2,5,20-21,high,no_risk,0.0,1,moderate,0.51,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
220,22,Male,Graduate,Maldives,4.5,TikTok,Yes,4.1,6,In Relationship,4,8,22-24,high,addicted,3.9000000000000004,1,moderate,0.795,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
221,19,Female,Undergraduate,USA,6.5,Instagram,Yes,6.0,5,Single,4,9,18-19,very_high,addicted,2.0,1,moderate,0.7100000000000001,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
222,21,Male,Graduate,UK,5.8,TikTok,Yes,6.5,6,In Relationship,3,7,20-21,very_high,at_risk,1.5,1,moderate,0.6349999999999999,8.4,0.9,pandemic_cohort,low,0.16666666666666666
223,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.5,8,Single,2,5,20-21,high,no_risk,0.5,1,high,0.565,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
224,22,Male,Graduate,Germany,4.2,Facebook,No,7.8,7,In Relationship,2,4,22-24,high,no_risk,0.20000000000000018,1,moderate,0.48,9.4,0.7,pandemic_cohort,low,0.16666666666666666
225,19,Female,Undergraduate,Japan,3.8,LINE,No,7.9,8,Single,1,3,18-19,high,no_risk,0.09999999999999964,1,high,0.46499999999999997,6.4,0.9,pandemic_cohort,low,0.16666666666666666
226,21,Male,Graduate,Italy,5.5,Instagram,Yes,6.8,6,Single,3,7,20-21,very_high,at_risk,1.2000000000000002,1,moderate,0.62,8.4,0.9,pandemic_cohort,low,0.16666666666666666
227,20,Female,Undergraduate,South Korea,5.2,KakaoTalk,Yes,6.5,6,In Relationship,3,6,20-21,very_high,at_risk,1.5,1,moderate,0.595,7.4,0.9,pandemic_cohort,low,0.16666666666666666
228,22,Male,Graduate,Russia,4.8,VKontakte,No,7.2,7,Single,2,5,22-24,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
229,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.8,4,In Relationship,4,9,18-19,very_high,addicted,2.2,1,low,0.6900000000000001,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
230,21,Male,Graduate,UK,5.5,Instagram,Yes,6.7,6,Single,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.6249999999999999,8.4,0.9,pandemic_cohort,low,0.16666666666666666
231,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5,20-21,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
232,22,Male,Graduate,Germany,4.0,Instagram,No,7.9,8,Single,1,4,22-24,high,no_risk,0.09999999999999964,1,high,0.505,9.4,0.7,pandemic_cohort,low,0.16666666666666666
233,19,Female,Undergraduate,Japan,3.5,LINE,No,8.0,8,Single,1,3,18-19,high,no_risk,0.0,1,high,0.45999999999999996,6.4,0.9,pandemic_cohort,low,0.16666666666666666
234,21,Male,Graduate,Italy,5.7,TikTok,Yes,6.5,5,In Relationship,3,8,20-21,very_high,addicted,1.5,1,moderate,0.645,8.4,0.9,pandemic_cohort,low,0.16666666666666666
235,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.8,6,Single,3,6,20-21,very_high,at_risk,1.2000000000000002,1,moderate,0.58,7.4,0.9,pandemic_cohort,low,0.16666666666666666
236,22,Male,Graduate,Russia,4.5,VKontakte,No,7.4,7,In Relationship,2,5,22-24,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
237,19,Female,Undergraduate,USA,6.8,Instagram,Yes,5.9,4,Single,4,9,18-19,very_high,addicted,2.0999999999999996,1,low,0.6849999999999999,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
238,21,Male,Graduate,UK,5.6,Facebook,Yes,6.6,6,In Relationship,3,7,20-21,very_high,at_risk,1.4000000000000004,1,moderate,0.63,8.4,0.9,pandemic_cohort,low,0.16666666666666666
239,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5,20-21,high,no_risk,0.7000000000000002,1,moderate,0.545,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,In Relationship,2,4,22-24,high,no_risk,0.2999999999999998,1,high,0.515,9.4,0.7,pandemic_cohort,low,0.16666666666666666
241,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Single,1,3,18-19,high,no_risk,0.20000000000000018,1,high,0.47,6.4,0.9,pandemic_cohort,low,0.16666666666666666
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.595,8.4,0.9,pandemic_cohort,low,0.16666666666666666
243,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6,20-21,very_high,at_risk,1.4000000000000004,1,moderate,0.59,7.4,0.9,pandemic_cohort,low,0.16666666666666666
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5,22-24,high,no_risk,0.7000000000000002,1,moderate,0.545,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
245,19,Female,Undergraduate,USA,6.9,TikTok,Yes,5.7,4,In Relationship,4,9,18-19,very_high,addicted,2.3,1,low,0.695,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
246,21,Male,Graduate,UK,5.7,Instagram,Yes,6.4,6,Single,3,7,20-21,very_high,at_risk,1.5999999999999996,1,moderate,0.64,8.4,0.9,pandemic_cohort,low,0.16666666666666666
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5,20-21,high,no_risk,0.7999999999999998,1,moderate,0.5499999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4,22-24,high,no_risk,0.20000000000000018,1,high,0.51,9.4,0.7,pandemic_cohort,low,0.16666666666666666
249,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,18-19,high,no_risk,0.0,1,high,0.45999999999999996,6.4,0.9,pandemic_cohort,low,0.16666666666666666
250,21,Male,Graduate,Italy,5.6,TikTok,Yes,6.6,5,In Relationship,3,8,20-21,very_high,addicted,1.4000000000000004,1,moderate,0.64,8.4,0.9,pandemic_cohort,low,0.16666666666666666
251,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Single,3,6,20-21,high,at_risk,1.0999999999999996,1,moderate,0.575,7.4,0.9,pandemic_cohort,low,0.16666666666666666
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,In Relationship,2,5,22-24,high,no_risk,0.5,1,moderate,0.535,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
253,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,18-19,very_high,addicted,2.2,1,low,0.6900000000000001,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
254,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,20-21,very_high,at_risk,1.5,1,moderate,0.6349999999999999,8.4,0.9,pandemic_cohort,low,0.16666666666666666
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5,20-21,high,no_risk,0.5999999999999996,1,moderate,0.5399999999999999,7.4,0.9,pandemic_cohort,medium,0.46111111111111114
256,22,Male,Graduate,Germany,4.0,Facebook,No,7.6,8,In Relationship,2,4,22-24,high,no_risk,0.40000000000000036,1,high,0.52,9.4,0.7,pandemic_cohort,low,0.16666666666666666
257,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Single,1,3,18-19,high,no_risk,0.0,1,high,0.45999999999999996,6.4,0.9,pandemic_cohort,low,0.16666666666666666
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7,20-21,very_high,at_risk,1.2000000000000002,1,moderate,0.59,8.4,0.9,pandemic_cohort,low,0.16666666666666666
259,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.7,6,In Relationship,3,6,20-21,very_high,at_risk,1.2999999999999998,1,moderate,0.585,7.4,0.9,pandemic_cohort,low,0.16666666666666666
260,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,Single,2,5,22-24,high,no_risk,0.40000000000000036,1,moderate,0.53,9.4,0.7,pandemic_cohort,medium,0.46111111111111114
261,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.6,4,In Relationship,4,9,18-19,very_high,addicted,2.4000000000000004,1,low,0.7000000000000001,6.4,0.9,pandemic_cohort,medium,0.46111111111111114
262,21,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6,Single,3,7,20-21,very_high,at_risk,1.7000000000000002,1,moderate,0.6449999999999999,8.4,0.9,pandemic_cohort,low,0.16666666666666666
